district_code,state_code,state_name,district,year,crop,area_1000_ha,production_1000_tons,yield_kg_per_ha
800,13,West Bengal,24 Parganas,2000,BARLEY,0,0,0
800,13,West Bengal,24 Parganas,2000,CASTOR,0,0,0
800,13,West Bengal,24 Parganas,2000,CHICKPEA,1.26,0.9,714.29
800,13,West Bengal,24 Parganas,2000,COTTON,1.19,0.46,386.55
800,13,West Bengal,24 Parganas,2000,FINGER MILLET,0,0,0
800,13,West Bengal,24 Parganas,2000,GROUNDNUT,4.16,6.06,1456.73
800,13,West Bengal,24 Parganas,2000,KHARIF SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2000,LINSEED,0,0,0
800,13,West Bengal,24 Parganas,2000,MAIZE,0,0,0
800,13,West Bengal,24 Parganas,2000,MINOR PULSES,20.24,16.31,805.83
800,13,West Bengal,24 Parganas,2000,OILSEEDS,54.18,49.75,918.24
800,13,West Bengal,24 Parganas,2000,PEARL MILLET,0,0,0
800,13,West Bengal,24 Parganas,2000,PIGEONPEA,0.04,0.03,750
800,13,West Bengal,24 Parganas,2000,RABI SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2000,RAPESEED AND MUSTARD,42.58,36.73,862.61
800,13,West Bengal,24 Parganas,2000,RICE,699.81,1507.89,2154.71
800,13,West Bengal,24 Parganas,2000,SAFFLOWER,0,0,0
800,13,West Bengal,24 Parganas,2000,SESAMUM,7.18,6.82,949.86
800,13,West Bengal,24 Parganas,2000,SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2000,SOYABEAN,0,0,0
800,13,West Bengal,24 Parganas,2000,SUGARCANE,1.04,6.63,6375
800,13,West Bengal,24 Parganas,2000,SUNFLOWER,0.24,0.15,625
800,13,West Bengal,24 Parganas,2000,WHEAT,16.84,39.57,2349.76
800,13,West Bengal,24 Parganas,2001,BARLEY,0,0,0
800,13,West Bengal,24 Parganas,2001,CASTOR,0,0,0
800,13,West Bengal,24 Parganas,2001,CHICKPEA,0.82,0.67,817.07
800,13,West Bengal,24 Parganas,2001,COTTON,1.79,0.77,430.17
800,13,West Bengal,24 Parganas,2001,FINGER MILLET,0,0,0
800,13,West Bengal,24 Parganas,2001,GROUNDNUT,4.17,4.97,1191.85
800,13,West Bengal,24 Parganas,2001,KHARIF SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2001,LINSEED,0.18,0.07,388.89
800,13,West Bengal,24 Parganas,2001,MAIZE,0,0,0
800,13,West Bengal,24 Parganas,2001,MINOR PULSES,17.06,10.71,627.78
800,13,West Bengal,24 Parganas,2001,OILSEEDS,56.42,42.32,750.09
800,13,West Bengal,24 Parganas,2001,PEARL MILLET,0,0,0
800,13,West Bengal,24 Parganas,2001,PIGEONPEA,0.03,0.04,1333.33
800,13,West Bengal,24 Parganas,2001,RABI SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2001,RAPESEED AND MUSTARD,46.96,31.61,673.13
800,13,West Bengal,24 Parganas,2001,RICE,761.14,1859.06,2442.47
800,13,West Bengal,24 Parganas,2001,SAFFLOWER,0,0,0
800,13,West Bengal,24 Parganas,2001,SESAMUM,3.99,4.16,1042.61
800,13,West Bengal,24 Parganas,2001,SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2001,SOYABEAN,0,0,0
800,13,West Bengal,24 Parganas,2001,SUGARCANE,2.51,18.44,7346.61
800,13,West Bengal,24 Parganas,2001,SUNFLOWER,1.11,1.49,1342.34
800,13,West Bengal,24 Parganas,2001,WHEAT,17.85,36.64,2052.66
800,13,West Bengal,24 Parganas,2002,BARLEY,0,0,0
800,13,West Bengal,24 Parganas,2002,CASTOR,0,0,0
800,13,West Bengal,24 Parganas,2002,CHICKPEA,0.95,0.71,747.37
800,13,West Bengal,24 Parganas,2002,COTTON,0.83,0.25,301.2
800,13,West Bengal,24 Parganas,2002,FINGER MILLET,0,0,0
800,13,West Bengal,24 Parganas,2002,GROUNDNUT,1.37,1.28,934.31
800,13,West Bengal,24 Parganas,2002,KHARIF SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2002,LINSEED,0,0,0
800,13,West Bengal,24 Parganas,2002,MAIZE,0,0,0
800,13,West Bengal,24 Parganas,2002,MINOR PULSES,16.15,12.73,788.24
800,13,West Bengal,24 Parganas,2002,OILSEEDS,44.81,40.85,911.63
800,13,West Bengal,24 Parganas,2002,PEARL MILLET,0,0,0
800,13,West Bengal,24 Parganas,2002,PIGEONPEA,0,0,0
800,13,West Bengal,24 Parganas,2002,RABI SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2002,RAPESEED AND MUSTARD,36.34,32.04,881.67
800,13,West Bengal,24 Parganas,2002,RICE,721.17,1692.32,2346.63
800,13,West Bengal,24 Parganas,2002,SAFFLOWER,0,0,0
800,13,West Bengal,24 Parganas,2002,SESAMUM,5.37,5.28,983.24
800,13,West Bengal,24 Parganas,2002,SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2002,SOYABEAN,0,0,0
800,13,West Bengal,24 Parganas,2002,SUGARCANE,0.62,4.45,7177.42
800,13,West Bengal,24 Parganas,2002,SUNFLOWER,1.73,2.25,1300.58
800,13,West Bengal,24 Parganas,2002,WHEAT,10.87,23.84,2193.19
800,13,West Bengal,24 Parganas,2003,BARLEY,0,0,0
800,13,West Bengal,24 Parganas,2003,CASTOR,0,0,0
800,13,West Bengal,24 Parganas,2003,CHICKPEA,0.24,0.24,1000
800,13,West Bengal,24 Parganas,2003,COTTON,1.43,0.47,328.67
800,13,West Bengal,24 Parganas,2003,FINGER MILLET,0,0,0
800,13,West Bengal,24 Parganas,2003,GROUNDNUT,3.09,3.87,1252.43
800,13,West Bengal,24 Parganas,2003,KHARIF SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2003,LINSEED,0,0,0
800,13,West Bengal,24 Parganas,2003,MAIZE,0.4,1.16,2900
800,13,West Bengal,24 Parganas,2003,MINOR PULSES,16.68,11.14,667.87
800,13,West Bengal,24 Parganas,2003,OILSEEDS,48.82,46.96,961.9
800,13,West Bengal,24 Parganas,2003,PEARL MILLET,0,0,0
800,13,West Bengal,24 Parganas,2003,PIGEONPEA,0.01,0.01,1000
800,13,West Bengal,24 Parganas,2003,RABI SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2003,RAPESEED AND MUSTARD,32.61,32.18,986.81
800,13,West Bengal,24 Parganas,2003,RICE,714.91,1671.21,2337.65
800,13,West Bengal,24 Parganas,2003,SAFFLOWER,1.02,0.91,892.16
800,13,West Bengal,24 Parganas,2003,SESAMUM,6.85,6.93,1011.68
800,13,West Bengal,24 Parganas,2003,SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2003,SOYABEAN,0,0,0
800,13,West Bengal,24 Parganas,2003,SUGARCANE,0.69,5.95,8623.19
800,13,West Bengal,24 Parganas,2003,SUNFLOWER,5.26,3.07,583.65
800,13,West Bengal,24 Parganas,2003,WHEAT,13.05,30.28,2320.31
800,13,West Bengal,24 Parganas,2004,BARLEY,0,0,0
800,13,West Bengal,24 Parganas,2004,CASTOR,0,0,0
800,13,West Bengal,24 Parganas,2004,CHICKPEA,0.6,0.6,1000
800,13,West Bengal,24 Parganas,2004,COTTON,0.8,0.61,762.5
800,13,West Bengal,24 Parganas,2004,FINGER MILLET,0,0,0
800,13,West Bengal,24 Parganas,2004,GROUNDNUT,1.18,1.87,1584.75
800,13,West Bengal,24 Parganas,2004,KHARIF SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2004,LINSEED,0.1,0.1,1000
800,13,West Bengal,24 Parganas,2004,MAIZE,0.25,0.66,2640
800,13,West Bengal,24 Parganas,2004,MINOR PULSES,16.3,10.2,625.77
800,13,West Bengal,24 Parganas,2004,OILSEEDS,48.19,46.14,957.46
800,13,West Bengal,24 Parganas,2004,PEARL MILLET,0,0,0
800,13,West Bengal,24 Parganas,2004,PIGEONPEA,0,0,0
800,13,West Bengal,24 Parganas,2004,RABI SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2004,RAPESEED AND MUSTARD,33.4,27.6,826.35
800,13,West Bengal,24 Parganas,2004,RICE,662.51,1598.87,2413.35
800,13,West Bengal,24 Parganas,2004,SAFFLOWER,0,0,0
800,13,West Bengal,24 Parganas,2004,SESAMUM,8.08,9.44,1168.32
800,13,West Bengal,24 Parganas,2004,SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2004,SOYABEAN,0,0,0
800,13,West Bengal,24 Parganas,2004,SUGARCANE,0.37,2.65,7162.16
800,13,West Bengal,24 Parganas,2004,SUNFLOWER,5.34,7.23,1353.93
800,13,West Bengal,24 Parganas,2004,WHEAT,8.86,18.37,2073.36
800,13,West Bengal,24 Parganas,2005,BARLEY,0.01,0.01,1000
800,13,West Bengal,24 Parganas,2005,CASTOR,0,0,0
800,13,West Bengal,24 Parganas,2005,CHICKPEA,1.11,1.1,990.99
800,13,West Bengal,24 Parganas,2005,COTTON,1.46,0.65,445.21
800,13,West Bengal,24 Parganas,2005,FINGER MILLET,0,0,0
800,13,West Bengal,24 Parganas,2005,GROUNDNUT,1.84,2.68,1456.52
800,13,West Bengal,24 Parganas,2005,KHARIF SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2005,LINSEED,0.02,0.01,500
800,13,West Bengal,24 Parganas,2005,MAIZE,0.25,0.52,2080
800,13,West Bengal,24 Parganas,2005,MINOR PULSES,19.16,12.76,665.97
800,13,West Bengal,24 Parganas,2005,OILSEEDS,57.66,63.64,1103.71
800,13,West Bengal,24 Parganas,2005,PEARL MILLET,0,0,0
800,13,West Bengal,24 Parganas,2005,PIGEONPEA,0.06,0.06,1000
800,13,West Bengal,24 Parganas,2005,RABI SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2005,RAPESEED AND MUSTARD,36.1,38.75,1073.41
800,13,West Bengal,24 Parganas,2005,RICE,673.08,1562.67,2321.67
800,13,West Bengal,24 Parganas,2005,SAFFLOWER,0,0,0
800,13,West Bengal,24 Parganas,2005,SESAMUM,10.92,11.4,1043.96
800,13,West Bengal,24 Parganas,2005,SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2005,SOYABEAN,0,0,0
800,13,West Bengal,24 Parganas,2005,SUGARCANE,0.56,4.34,7750
800,13,West Bengal,24 Parganas,2005,SUNFLOWER,8.77,10.82,1233.75
800,13,West Bengal,24 Parganas,2005,WHEAT,10.7,21.3,1990.65
800,13,West Bengal,24 Parganas,2006,BARLEY,0,0,0
800,13,West Bengal,24 Parganas,2006,CASTOR,0,0,0
800,13,West Bengal,24 Parganas,2006,CHICKPEA,0.72,0.49,680.56
800,13,West Bengal,24 Parganas,2006,COTTON,4.99,1.84,368.74
800,13,West Bengal,24 Parganas,2006,FINGER MILLET,0,0,0
800,13,West Bengal,24 Parganas,2006,GROUNDNUT,1.85,3.09,1670.27
800,13,West Bengal,24 Parganas,2006,KHARIF SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2006,LINSEED,0.03,0.01,333.33
800,13,West Bengal,24 Parganas,2006,MAIZE,0.25,0.52,2080
800,13,West Bengal,24 Parganas,2006,MINOR PULSES,22.97,13.83,602.09
800,13,West Bengal,24 Parganas,2006,OILSEEDS,59.16,59.8,1010.82
800,13,West Bengal,24 Parganas,2006,PEARL MILLET,0,0,0
800,13,West Bengal,24 Parganas,2006,PIGEONPEA,0.04,0.02,500
800,13,West Bengal,24 Parganas,2006,RABI SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2006,RAPESEED AND MUSTARD,34.5,28.56,827.83
800,13,West Bengal,24 Parganas,2006,RICE,693.07,1637.07,2362.06
800,13,West Bengal,24 Parganas,2006,SAFFLOWER,0,0,0
800,13,West Bengal,24 Parganas,2006,SESAMUM,12.01,14.32,1192.34
800,13,West Bengal,24 Parganas,2006,SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2006,SOYABEAN,0,0,0
800,13,West Bengal,24 Parganas,2006,SUGARCANE,0.45,3.09,6866.67
800,13,West Bengal,24 Parganas,2006,SUNFLOWER,10.77,13.83,1284.12
800,13,West Bengal,24 Parganas,2006,WHEAT,8.6,20.2,2348.84
800,13,West Bengal,24 Parganas,2007,BARLEY,0,0,0
800,13,West Bengal,24 Parganas,2007,CASTOR,0,0,0
800,13,West Bengal,24 Parganas,2007,CHICKPEA,0.5,0.4,800
800,13,West Bengal,24 Parganas,2007,COTTON,4.6,0.57,123.91
800,13,West Bengal,24 Parganas,2007,FINGER MILLET,0,0,0
800,13,West Bengal,24 Parganas,2007,GROUNDNUT,2.37,4.01,1691.98
800,13,West Bengal,24 Parganas,2007,KHARIF SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2007,LINSEED,0,0,0
800,13,West Bengal,24 Parganas,2007,MAIZE,0.4,0.8,2000
800,13,West Bengal,24 Parganas,2007,MINOR PULSES,23.9,16.7,698.74
800,13,West Bengal,24 Parganas,2007,OILSEEDS,63.5,68.8,1083.46
800,13,West Bengal,24 Parganas,2007,PEARL MILLET,0,0,0
800,13,West Bengal,24 Parganas,2007,PIGEONPEA,0,0,0
800,13,West Bengal,24 Parganas,2007,RABI SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2007,RAPESEED AND MUSTARD,35.5,36.8,1036.62
800,13,West Bengal,24 Parganas,2007,RICE,666.1,1541.4,2314.07
800,13,West Bengal,24 Parganas,2007,SAFFLOWER,0,0,0
800,13,West Bengal,24 Parganas,2007,SESAMUM,13.1,13,992.37
800,13,West Bengal,24 Parganas,2007,SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2007,SOYABEAN,0,0,0
800,13,West Bengal,24 Parganas,2007,SUGARCANE,0.6,5.56,9266.67
800,13,West Bengal,24 Parganas,2007,SUNFLOWER,0,0,0
800,13,West Bengal,24 Parganas,2007,WHEAT,9.3,22.7,2440.86
800,13,West Bengal,24 Parganas,2008,BARLEY,0,0,0
800,13,West Bengal,24 Parganas,2008,CASTOR,0,0,0
800,13,West Bengal,24 Parganas,2008,CHICKPEA,0.63,0.58,920.63
800,13,West Bengal,24 Parganas,2008,COTTON,3.93,1.54,391.86
800,13,West Bengal,24 Parganas,2008,FINGER MILLET,0,0,0
800,13,West Bengal,24 Parganas,2008,GROUNDNUT,1.97,4.04,2050.76
800,13,West Bengal,24 Parganas,2008,KHARIF SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2008,LINSEED,0.22,0.05,227.27
800,13,West Bengal,24 Parganas,2008,MAIZE,0.38,0.93,2447.37
800,13,West Bengal,24 Parganas,2008,MINOR PULSES,21.32,14.52,681.05
800,13,West Bengal,24 Parganas,2008,OILSEEDS,0,0,0
800,13,West Bengal,24 Parganas,2008,PEARL MILLET,0,0,0
800,13,West Bengal,24 Parganas,2008,PIGEONPEA,0.05,0.1,2000
800,13,West Bengal,24 Parganas,2008,RABI SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2008,RAPESEED AND MUSTARD,41.13,38.06,925.36
800,13,West Bengal,24 Parganas,2008,RICE,690.5,1656.9,2399.57
800,13,West Bengal,24 Parganas,2008,SAFFLOWER,0,0,0
800,13,West Bengal,24 Parganas,2008,SESAMUM,9.08,9.99,1100.22
800,13,West Bengal,24 Parganas,2008,SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2008,SOYABEAN,0,0,0
800,13,West Bengal,24 Parganas,2008,SUGARCANE,0.42,3.71,8833.33
800,13,West Bengal,24 Parganas,2008,SUNFLOWER,0,0,0
800,13,West Bengal,24 Parganas,2008,WHEAT,9,19.6,2177.78
800,13,West Bengal,24 Parganas,2009,BARLEY,0,0,0
800,13,West Bengal,24 Parganas,2009,CASTOR,0,0,0
800,13,West Bengal,24 Parganas,2009,CHICKPEA,0.81,0.83,1024.69
800,13,West Bengal,24 Parganas,2009,COTTON,0,0,0
800,13,West Bengal,24 Parganas,2009,FINGER MILLET,0,0,0
800,13,West Bengal,24 Parganas,2009,GROUNDNUT,1.59,2.98,1874.21
800,13,West Bengal,24 Parganas,2009,KHARIF SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2009,LINSEED,0.09,0.04,444.44
800,13,West Bengal,24 Parganas,2009,MAIZE,0.54,1.25,2314.81
800,13,West Bengal,24 Parganas,2009,MINOR PULSES,23.64,19.31,816.84
800,13,West Bengal,24 Parganas,2009,OILSEEDS,0,0,0
800,13,West Bengal,24 Parganas,2009,PEARL MILLET,0,0,0
800,13,West Bengal,24 Parganas,2009,PIGEONPEA,0.05,0.07,1400
800,13,West Bengal,24 Parganas,2009,RABI SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2009,RAPESEED AND MUSTARD,45.06,57.97,1286.51
800,13,West Bengal,24 Parganas,2009,RICE,619.1,1463.8,2364.4
800,13,West Bengal,24 Parganas,2009,SAFFLOWER,0,0,0
800,13,West Bengal,24 Parganas,2009,SESAMUM,10.37,14.24,1373.19
800,13,West Bengal,24 Parganas,2009,SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2009,SOYABEAN,0,0,0
800,13,West Bengal,24 Parganas,2009,SUGARCANE,0.46,2.13,4630.43
800,13,West Bengal,24 Parganas,2009,SUNFLOWER,0,0,0
800,13,West Bengal,24 Parganas,2009,WHEAT,9.5,25.3,2663.16
800,13,West Bengal,24 Parganas,2010,BARLEY,0,0,0
800,13,West Bengal,24 Parganas,2010,CASTOR,0,0,0
800,13,West Bengal,24 Parganas,2010,CHICKPEA,0.53,0.48,905.66
800,13,West Bengal,24 Parganas,2010,COTTON,0.63,0.18,285.71
800,13,West Bengal,24 Parganas,2010,FINGER MILLET,0,0,0
800,13,West Bengal,24 Parganas,2010,GROUNDNUT,1.44,2.72,1888.89
800,13,West Bengal,24 Parganas,2010,KHARIF SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2010,LINSEED,0.16,0.08,500
800,13,West Bengal,24 Parganas,2010,MAIZE,0.53,1.22,2301.89
800,13,West Bengal,24 Parganas,2010,MINOR PULSES,22.61,20.42,903.14
800,13,West Bengal,24 Parganas,2010,OILSEEDS,55.62,76.34,1372.53
800,13,West Bengal,24 Parganas,2010,PEARL MILLET,0,0,0
800,13,West Bengal,24 Parganas,2010,PIGEONPEA,0.46,0.74,1608.7
800,13,West Bengal,24 Parganas,2010,RABI SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2010,RAPESEED AND MUSTARD,40.3,58.78,1458.56
800,13,West Bengal,24 Parganas,2010,RICE,595.7,1462.91,2455.78
800,13,West Bengal,24 Parganas,2010,SAFFLOWER,0.04,0.06,1500
800,13,West Bengal,24 Parganas,2010,SESAMUM,8.82,9.45,1071.43
800,13,West Bengal,24 Parganas,2010,SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2010,SOYABEAN,0,0,0
800,13,West Bengal,24 Parganas,2010,SUGARCANE,0.85,6.92,8141.18
800,13,West Bengal,24 Parganas,2010,SUNFLOWER,4.86,5.25,1080.25
800,13,West Bengal,24 Parganas,2010,WHEAT,9.91,26.24,2647.83
800,13,West Bengal,24 Parganas,2011,BARLEY,0,0,0
800,13,West Bengal,24 Parganas,2011,CASTOR,0,0,0
800,13,West Bengal,24 Parganas,2011,CHICKPEA,0.93,0.99,1064.52
800,13,West Bengal,24 Parganas,2011,COTTON,0.08,0.06,750
800,13,West Bengal,24 Parganas,2011,FINGER MILLET,0,0,0
800,13,West Bengal,24 Parganas,2011,GROUNDNUT,1.97,4.24,2152.28
800,13,West Bengal,24 Parganas,2011,KHARIF SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2011,LINSEED,0.2,0.07,350
800,13,West Bengal,24 Parganas,2011,MAIZE,0.37,0.75,2027.03
800,13,West Bengal,24 Parganas,2011,MINOR PULSES,27.36,20.19,737.94
800,13,West Bengal,24 Parganas,2011,OILSEEDS,63.72,65.99,1035.62
800,13,West Bengal,24 Parganas,2011,PEARL MILLET,0,0,0
800,13,West Bengal,24 Parganas,2011,PIGEONPEA,0.44,0.2,454.55
800,13,West Bengal,24 Parganas,2011,RABI SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2011,RAPESEED AND MUSTARD,45.15,44.12,977.19
800,13,West Bengal,24 Parganas,2011,RICE,610.43,1500.62,2458.3
800,13,West Bengal,24 Parganas,2011,SAFFLOWER,0,0,0
800,13,West Bengal,24 Parganas,2011,SESAMUM,11.02,11.61,1053.54
800,13,West Bengal,24 Parganas,2011,SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2011,SOYABEAN,0,0,0
800,13,West Bengal,24 Parganas,2011,SUGARCANE,0.55,4.62,8400
800,13,West Bengal,24 Parganas,2011,SUNFLOWER,5.35,5.92,1106.54
800,13,West Bengal,24 Parganas,2011,WHEAT,9.63,27.85,2892
800,13,West Bengal,24 Parganas,2012,BARLEY,0,0,0
800,13,West Bengal,24 Parganas,2012,CASTOR,0,0,0
800,13,West Bengal,24 Parganas,2012,CHICKPEA,1.45,1.53,1055.17
800,13,West Bengal,24 Parganas,2012,COTTON,0.36,0.27,750
800,13,West Bengal,24 Parganas,2012,FINGER MILLET,0,0,0
800,13,West Bengal,24 Parganas,2012,GROUNDNUT,2.31,6.63,2870.13
800,13,West Bengal,24 Parganas,2012,KHARIF SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2012,LINSEED,0.16,0.06,375
800,13,West Bengal,24 Parganas,2012,MAIZE,0.4,1.05,2625
800,13,West Bengal,24 Parganas,2012,MINOR PULSES,33.24,26.15,786.7
800,13,West Bengal,24 Parganas,2012,OILSEEDS,70.3,94.7,1347.08
800,13,West Bengal,24 Parganas,2012,PEARL MILLET,0,0,0
800,13,West Bengal,24 Parganas,2012,PIGEONPEA,0.51,0.72,1411.76
800,13,West Bengal,24 Parganas,2012,RABI SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2012,RAPESEED AND MUSTARD,51.23,68.95,1345.89
800,13,West Bengal,24 Parganas,2012,RICE,595.84,1553.5,2607.24
800,13,West Bengal,24 Parganas,2012,SAFFLOWER,0.08,0.09,1125
800,13,West Bengal,24 Parganas,2012,SESAMUM,11.21,12.46,1111.51
800,13,West Bengal,24 Parganas,2012,SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2012,SOYABEAN,0,0,0
800,13,West Bengal,24 Parganas,2012,SUGARCANE,0.78,7.99,10243.59
800,13,West Bengal,24 Parganas,2012,SUNFLOWER,5.32,6.53,1227.44
800,13,West Bengal,24 Parganas,2012,WHEAT,10.6,29.75,2806.6
800,13,West Bengal,24 Parganas,2013,BARLEY,0,0,0
800,13,West Bengal,24 Parganas,2013,CASTOR,0,0,0
800,13,West Bengal,24 Parganas,2013,CHICKPEA,1.51,1.67,1105.96
800,13,West Bengal,24 Parganas,2013,COTTON,0.37,0.23,621.62
800,13,West Bengal,24 Parganas,2013,FINGER MILLET,0,0,0
800,13,West Bengal,24 Parganas,2013,GROUNDNUT,2.35,6.81,2897.87
800,13,West Bengal,24 Parganas,2013,KHARIF SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2013,LINSEED,0.14,0.06,428.57
800,13,West Bengal,24 Parganas,2013,MAIZE,0.41,0.96,2341.46
800,13,West Bengal,24 Parganas,2013,MINOR PULSES,35.15,28.75,817.92
800,13,West Bengal,24 Parganas,2013,OILSEEDS,71.8,103,1434.54
800,13,West Bengal,24 Parganas,2013,PEARL MILLET,0,0,0
800,13,West Bengal,24 Parganas,2013,PIGEONPEA,0.44,0.68,1545.45
800,13,West Bengal,24 Parganas,2013,RABI SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2013,RAPESEED AND MUSTARD,51.52,73.59,1428.38
800,13,West Bengal,24 Parganas,2013,RICE,612.93,1658.81,2706.36
800,13,West Bengal,24 Parganas,2013,SAFFLOWER,0.06,0.06,1000
800,13,West Bengal,24 Parganas,2013,SESAMUM,13.19,16.49,1250.19
800,13,West Bengal,24 Parganas,2013,SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2013,SOYABEAN,0,0,0
800,13,West Bengal,24 Parganas,2013,SUGARCANE,1.81,18.12,10011.05
800,13,West Bengal,24 Parganas,2013,SUNFLOWER,4.56,6,1315.79
800,13,West Bengal,24 Parganas,2013,WHEAT,11.28,31.96,2833.33
800,13,West Bengal,24 Parganas,2014,BARLEY,0,0,0
800,13,West Bengal,24 Parganas,2014,CASTOR,0,0,0
800,13,West Bengal,24 Parganas,2014,CHICKPEA,1.12,1.26,1125
800,13,West Bengal,24 Parganas,2014,COTTON,0.62,0.28,451.61
800,13,West Bengal,24 Parganas,2014,FINGER MILLET,0,0,0
800,13,West Bengal,24 Parganas,2014,GROUNDNUT,2.25,4.78,2124.44
800,13,West Bengal,24 Parganas,2014,KHARIF SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2014,LINSEED,0.22,0.11,500
800,13,West Bengal,24 Parganas,2014,MAIZE,0.49,1.38,2816.33
800,13,West Bengal,24 Parganas,2014,MINOR PULSES,42.37,33.86,799.15
800,13,West Bengal,24 Parganas,2014,OILSEEDS,74.3,98.2,1321.67
800,13,West Bengal,24 Parganas,2014,PEARL MILLET,0,0,0
800,13,West Bengal,24 Parganas,2014,PIGEONPEA,0.51,0.88,1725.49
800,13,West Bengal,24 Parganas,2014,RABI SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2014,RAPESEED AND MUSTARD,52.77,69.9,1324.62
800,13,West Bengal,24 Parganas,2014,RICE,620.48,1702.5,2743.84
800,13,West Bengal,24 Parganas,2014,SAFFLOWER,0.06,0.06,1000
800,13,West Bengal,24 Parganas,2014,SESAMUM,13.96,17.12,1226.36
800,13,West Bengal,24 Parganas,2014,SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2014,SOYABEAN,0,0,0
800,13,West Bengal,24 Parganas,2014,SUGARCANE,0.92,8.47,9206.52
800,13,West Bengal,24 Parganas,2014,SUNFLOWER,5.07,6.29,1240.63
800,13,West Bengal,24 Parganas,2014,WHEAT,11.95,35.24,2948.95
800,13,West Bengal,24 Parganas,2015,BARLEY,0,0,0
800,13,West Bengal,24 Parganas,2015,CASTOR,0,0,0
800,13,West Bengal,24 Parganas,2015,CHICKPEA,1.8,1.09,605.56
800,13,West Bengal,24 Parganas,2015,COTTON,0.45,0.24,533.33
800,13,West Bengal,24 Parganas,2015,FINGER MILLET,0,0,0
800,13,West Bengal,24 Parganas,2015,GROUNDNUT,1.8,3.1,1722.22
800,13,West Bengal,24 Parganas,2015,KHARIF SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2015,LINSEED,0.19,0.07,368.42
800,13,West Bengal,24 Parganas,2015,MAIZE,0.49,1.29,2632.65
800,13,West Bengal,24 Parganas,2015,MINOR PULSES,58.25,37.8,648.96
800,13,West Bengal,24 Parganas,2015,OILSEEDS,0,0,0
800,13,West Bengal,24 Parganas,2015,PEARL MILLET,0,0,0
800,13,West Bengal,24 Parganas,2015,PIGEONPEA,0.45,0.29,644.44
800,13,West Bengal,24 Parganas,2015,RABI SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2015,RAPESEED AND MUSTARD,51,64.74,1269.41
800,13,West Bengal,24 Parganas,2015,RICE,622.27,1602.26,2574.86
800,13,West Bengal,24 Parganas,2015,SAFFLOWER,0.07,0.08,1142.86
800,13,West Bengal,24 Parganas,2015,SESAMUM,11.49,13.06,1136.64
800,13,West Bengal,24 Parganas,2015,SORGHUM,0,0,0
800,13,West Bengal,24 Parganas,2015,SOYABEAN,0,0,0
800,13,West Bengal,24 Parganas,2015,SUGARCANE,1.07,7.18,6711.87
800,13,West Bengal,24 Parganas,2015,SUNFLOWER,5.25,6.45,1228.57
800,13,West Bengal,24 Parganas,2015,WHEAT,5.78,12.8,2214.53
800,13,West Bengal,24 Parganas,2016,BARLEY,0,0,0
800,13,West Bengal,24 Parganas,2016,CASTOR,0,0,0
