district_code,state_code,state_name,district,year,crop,area_1000_ha,rainfall_mm,avg_temp_c,max_temp_c,min_temp_c,yield_kg_per_ha
127,3,Gujarat,Valsad,2007,SESAMUM,0.0,3094.6299999999997,27.003333333333337,32.30833333333334,21.698333333333338,0.0
127,3,Gujarat,Valsad,2007,SORGHUM,0.7,3094.6299999999997,27.003333333333337,32.30833333333334,21.698333333333338,1285.71
127,3,Gujarat,Valsad,2007,SOYABEAN,0.0,3094.6299999999997,27.003333333333337,32.30833333333334,21.698333333333338,0.0
127,3,Gujarat,Valsad,2007,SUGARCANE,40.9,3094.6299999999997,27.003333333333337,32.30833333333334,21.698333333333338,6650.37
127,3,Gujarat,Valsad,2007,SUNFLOWER,0.0,3094.6299999999997,27.003333333333337,32.30833333333334,21.698333333333338,0.0
127,3,Gujarat,Valsad,2007,WHEAT,0.6,3094.6299999999997,27.003333333333337,32.30833333333334,21.698333333333338,3166.67
127,3,Gujarat,Valsad,2008,BARLEY,0.0,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,0.0
127,3,Gujarat,Valsad,2008,CASTOR,0.0,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,0.0
127,3,Gujarat,Valsad,2008,CHICKPEA,2.1,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,1000.0
127,3,Gujarat,Valsad,2008,COTTON,0.0,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,0.0
127,3,Gujarat,Valsad,2008,FINGER MILLET,9.6,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,916.67
127,3,Gujarat,Valsad,2008,GROUNDNUT,0.5,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,1400.0
127,3,Gujarat,Valsad,2008,KHARIF SORGHUM,0.6,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,1333.33
127,3,Gujarat,Valsad,2008,LINSEED,0.0,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,0.0
127,3,Gujarat,Valsad,2008,MAIZE,0.0,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,0.0
127,3,Gujarat,Valsad,2008,MINOR PULSES,14.7,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,680.27
127,3,Gujarat,Valsad,2008,OILSEEDS,0.6,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,1333.33
127,3,Gujarat,Valsad,2008,PEARL MILLET,0.0,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,0.0
127,3,Gujarat,Valsad,2008,PIGEONPEA,7.2,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,694.44
127,3,Gujarat,Valsad,2008,RABI SORGHUM,0.5,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,1000.0
127,3,Gujarat,Valsad,2008,RAPESEED AND MUSTARD,0.1,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,1000.0
127,3,Gujarat,Valsad,2008,RICE,113.5,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,2285.46
127,3,Gujarat,Valsad,2008,SAFFLOWER,0.0,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,0.0
127,3,Gujarat,Valsad,2008,SESAMUM,0.0,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,0.0
127,3,Gujarat,Valsad,2008,SORGHUM,1.1,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,1181.82
127,3,Gujarat,Valsad,2008,SOYABEAN,0.0,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,0.0
127,3,Gujarat,Valsad,2008,SUGARCANE,41.1,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,6734.79
127,3,Gujarat,Valsad,2008,SUNFLOWER,0.0,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,0.0
127,3,Gujarat,Valsad,2008,WHEAT,0.6,2554.2200000000003,26.605000000000004,31.910833333333343,21.299166666666668,2333.33
127,3,Gujarat,Valsad,2009,BARLEY,0.0,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,0.0
127,3,Gujarat,Valsad,2009,CASTOR,0.0,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,0.0
127,3,Gujarat,Valsad,2009,CHICKPEA,2.7,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,962.96
127,3,Gujarat,Valsad,2009,COTTON,0.0,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,0.0
127,3,Gujarat,Valsad,2009,FINGER MILLET,9.5,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,705.26
127,3,Gujarat,Valsad,2009,GROUNDNUT,0.4,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,1000.0
127,3,Gujarat,Valsad,2009,KHARIF SORGHUM,0.8,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,1000.0
127,3,Gujarat,Valsad,2009,LINSEED,0.0,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,0.0
127,3,Gujarat,Valsad,2009,MAIZE,0.0,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,0.0
127,3,Gujarat,Valsad,2009,MINOR PULSES,23.0,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,660.87
127,3,Gujarat,Valsad,2009,OILSEEDS,0.5,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,1000.0
127,3,Gujarat,Valsad,2009,PEARL MILLET,0.0,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,0.0
127,3,Gujarat,Valsad,2009,PIGEONPEA,9.2,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,728.26
127,3,Gujarat,Valsad,2009,RABI SORGHUM,1.0,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,1100.0
127,3,Gujarat,Valsad,2009,RAPESEED AND MUSTARD,0.1,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,1000.0
127,3,Gujarat,Valsad,2009,RICE,120.0,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,2225.83
127,3,Gujarat,Valsad,2009,SAFFLOWER,0.0,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,0.0
127,3,Gujarat,Valsad,2009,SESAMUM,0.0,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,0.0
127,3,Gujarat,Valsad,2009,SORGHUM,1.8,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,1055.56
127,3,Gujarat,Valsad,2009,SOYABEAN,0.0,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,0.0
127,3,Gujarat,Valsad,2009,SUGARCANE,34.4,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,7061.05
127,3,Gujarat,Valsad,2009,SUNFLOWER,0.0,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,0.0
127,3,Gujarat,Valsad,2009,WHEAT,1.0,2466.0,27.352500000000003,32.65916666666667,22.045833333333334,2500.0
127,3,Gujarat,Valsad,2010,BARLEY,0.0,3777.34,27.33291666666667,32.6375,22.028333333333332,0.0
127,3,Gujarat,Valsad,2010,CASTOR,0.0,3777.34,27.33291666666667,32.6375,22.028333333333332,0.0
127,3,Gujarat,Valsad,2010,CHICKPEA,2.5,3777.34,27.33291666666667,32.6375,22.028333333333332,1440.0
127,3,Gujarat,Valsad,2010,COTTON,0.0,3777.34,27.33291666666667,32.6375,22.028333333333332,0.0
127,3,Gujarat,Valsad,2010,FINGER MILLET,9.5,3777.34,27.33291666666667,32.6375,22.028333333333332,715.79
127,3,Gujarat,Valsad,2010,GROUNDNUT,0.8,3777.34,27.33291666666667,32.6375,22.028333333333332,1750.0
127,3,Gujarat,Valsad,2010,KHARIF SORGHUM,1.1,3777.34,27.33291666666667,32.6375,22.028333333333332,1090.91
127,3,Gujarat,Valsad,2010,LINSEED,0.0,3777.34,27.33291666666667,32.6375,22.028333333333332,0.0
127,3,Gujarat,Valsad,2010,MAIZE,0.0,3777.34,27.33291666666667,32.6375,22.028333333333332,0.0
127,3,Gujarat,Valsad,2010,MINOR PULSES,24.9,3777.34,27.33291666666667,32.6375,22.028333333333332,654.62
127,3,Gujarat,Valsad,2010,OILSEEDS,7.6,3777.34,27.33291666666667,32.6375,22.028333333333332,526.32
127,3,Gujarat,Valsad,2010,PEARL MILLET,0.0,3777.34,27.33291666666667,32.6375,22.028333333333332,0.0
127,3,Gujarat,Valsad,2010,PIGEONPEA,9.4,3777.34,27.33291666666667,32.6375,22.028333333333332,861.7
127,3,Gujarat,Valsad,2010,RABI SORGHUM,1.3,3777.34,27.33291666666667,32.6375,22.028333333333332,1153.85
127,3,Gujarat,Valsad,2010,RAPESEED AND MUSTARD,0.2,3777.34,27.33291666666667,32.6375,22.028333333333332,1500.0
127,3,Gujarat,Valsad,2010,RICE,155.6,3777.34,27.33291666666667,32.6375,22.028333333333332,2465.3
127,3,Gujarat,Valsad,2010,SAFFLOWER,0.0,3777.34,27.33291666666667,32.6375,22.028333333333332,0.0
127,3,Gujarat,Valsad,2010,SESAMUM,0.1,3777.34,27.33291666666667,32.6375,22.028333333333332,1000.0
127,3,Gujarat,Valsad,2010,SORGHUM,2.4,3777.34,27.33291666666667,32.6375,22.028333333333332,1125.0
127,3,Gujarat,Valsad,2010,SOYABEAN,0.0,3777.34,27.33291666666667,32.6375,22.028333333333332,0.0
127,3,Gujarat,Valsad,2010,SUGARCANE,30.8,3777.34,27.33291666666667,32.6375,22.028333333333332,7084.42
127,3,Gujarat,Valsad,2010,SUNFLOWER,0.0,3777.34,27.33291666666667,32.6375,22.028333333333332,0.0
127,3,Gujarat,Valsad,2010,WHEAT,0.6,3777.34,27.33291666666667,32.6375,22.028333333333332,3166.67
127,3,Gujarat,Valsad,2011,BARLEY,0.0,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,0.0
127,3,Gujarat,Valsad,2011,CASTOR,0.0,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,0.0
127,3,Gujarat,Valsad,2011,CHICKPEA,3.1,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,1129.03
127,3,Gujarat,Valsad,2011,COTTON,0.0,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,0.0
127,3,Gujarat,Valsad,2011,FINGER MILLET,5.2,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,673.08
127,3,Gujarat,Valsad,2011,GROUNDNUT,1.0,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,1500.0
127,3,Gujarat,Valsad,2011,KHARIF SORGHUM,1.0,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,1000.0
127,3,Gujarat,Valsad,2011,LINSEED,0.0,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,0.0
127,3,Gujarat,Valsad,2011,MAIZE,0.0,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,0.0
127,3,Gujarat,Valsad,2011,MINOR PULSES,16.9,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,680.47
127,3,Gujarat,Valsad,2011,OILSEEDS,7.3,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,520.55
127,3,Gujarat,Valsad,2011,PEARL MILLET,0.0,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,0.0
